全部,#genre#
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
宁夏卫视,http://111.20.35.107:6610/yinhe/2/ch00000090990000001061/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
海南卫视,http://111.20.35.108:6610/yinhe/2/ch00000090990000001055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225770/index.m3u8
广西卫视,http://111.20.35.108:6610/yinhe/2/ch00000090990000001054/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
青海卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225794/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8#http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
青海卫视,http://111.20.35.107:6610/yinhe/2/ch00000090990000001033/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
西藏卫视,http://111.20.35.108:6610/yinhe/2/ch00000090990000001302/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
内蒙古卫视,http://111.20.35.107:6610/yinhe/2/ch00000090990000001035/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8
新疆卫视,http://111.20.35.108:6610/yinhe/2/ch00000090990000001047/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225750/index.m3u8
河北卫视,http://111.20.35.108:6610/yinhe/2/ch00000090990000001039/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
兵团卫视,http://111.20.35.107:6610/yinhe/2/ch00000090990000001304/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
陕西卫视,http://111.20.35.108:6610/yinhe/2/ch00000090990000001062/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
延边卫视,http://111.20.35.107:6610/yinhe/2/ch00000090990000001307/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8
云南卫视,http://111.20.35.108:6610/yinhe/2/ch00000090990000001046/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
厦门卫视,http://111.20.35.107:6610/yinhe/2/ch00000090990000001306/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
峨眉电影,http://mtw.so/5y4u3D#http://mtw.so/69K9CF
三沙卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221227055/index.m3u8?
三沙卫视,http://111.20.35.108:6610/yinhe/2/ch00000090990000002801/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东公共,http://www.ye28.eu.org:7777/udp/239.77.0.5:5146#http://rfx2018.55555.io:2345/udp/239.77.0.5:5146
广东新闻,http://www.ye28.eu.org:7777/udp/239.77.0.173:5146#http://rfx2018.55555.io:2345/udp/239.77.0.173:5146
广东珠江,http://www.ye28.eu.org:7777/udp/239.77.0.114:5146#http://rfx2018.55555.io:2345/udp/239.77.0.114:5146
广东影视,http://www.ye28.eu.org:7777/udp/239.77.0.217:5146#http://rfx2018.55555.io:2345/udp/239.77.0.217:5146
广东嘉佳卡通,http://www.ye28.eu.org:7777/udp/239.77.0.179:5146#http://rfx2018.55555.io:2345/udp/239.77.0.179:5146
广东嘉佳卡通,http://111.20.35.108:6610/yinhe/2/ch00000090990000001310/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东少儿,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226227/index.m3u8?#http://rfx2018.55555.io:2345/udp/239.77.0.250:5146
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226442/index.m3u8
大湾区卫视,http://111.20.35.107:6610/yinhe/2/ch00000090990000001305/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
广东综艺,http://www.ye28.eu.org:7777/udp/239.77.1.237:5146#http://rfx2018.55555.io:2345/udp/239.77.0.244:5146
广东经济科教,http://www.ye28.eu.org:7777/udp/239.77.0.85:5146#http://rfx2018.55555.io:2345/udp/239.77.0.167:5146
广东国际,http://www.ye28.eu.org:7777/udp/239.77.0.7:5146#http://rfx2018.55555.io:2345/udp/239.77.0.7:5146
深圳电视剧,http://www.ye28.eu.org:7777/udp/239.77.1.7:5146#http://rfx2018.55555.io:2345/udp/239.77.1.125:5146
深圳都市,http://www.ye28.eu.org:7777/udp/239.77.1.34:5146#http://rfx2018.55555.io:2345/udp/239.77.1.176:5146
深圳少儿,http://www.ye28.eu.org:7777/udp/239.77.1.38:5146#http://rfx2018.55555.io:2345/udp/239.77.1.244:5146
深圳娱乐,http://www.ye28.eu.org:7777/udp/239.77.1.243:5146#http://rfx2018.55555.io:2345/udp/239.77.1.243:5146
广州综合,http://www.ye28.eu.org:7777/udp/239.253.43.66:5146#http://rfx2018.55555.io:2345/udp/239.253.43.71:5146
广州新闻,http://www.ye28.eu.org:7777/udp/239.253.43.67:5146#http://rfx2018.55555.io:2345/udp/239.253.43.72:5146
广州影视,http://www.ye28.eu.org:7777/udp/239.253.43.68:5146#http://rfx2018.55555.io:2345/udp/239.253.43.73:5146
汕尾综合,http://www.ye28.eu.org:7777/udp/239.77.0.25:5146#http://rfx2018.55555.io:2345/udp/239.77.0.25:5146
汕尾文化,http://www.ye28.eu.org:7777/udp/239.77.0.187:5146#http://rfx2018.55555.io:2345/udp/239.77.0.187:5146
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC动作电影,http://111.20.35.108:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
CHC高清电影,http://111.20.35.107:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8?
CHC家庭影院,http://111.20.35.107:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
江苏影视,http://[2409:8087:2001:20:2800:0:df6e:eb14]/ott.mobaibox.com/PLTV/3/224/3221225937/index.m3u8
河北影視,http://27.185.1.27:8092/hls/18/index.m3u8
湖北影視,http://live.cjyun.org/hubeitv/s10008-live-hbys.m3u8,cntv-hubeiyingshi
云南影视,http://ynxsj.7766.org:9901/tsfile/live/1003_1.m3u8
湖南电影,http://mtw.so/5NRu7m#http://cdn.jdshipin.com:8880/mgtv.php?id=hndy
湖南电影,http://222.241.145.204:8888/udp/239.76.245.119:1234#http://lede.medahl.com:10098/udp/239.76.245.119:1234
湖南国际,http://cdn.jdshipin.com:8880/mgtv.php?id=hngj
湖南国际,http://222.241.145.204:8888/udp/239.76.245.124:1234#http://lede.medahl.com:10098/udp/239.76.245.124:1234
湖南经视,http://cdn.jdshipin.com:8880/mgtv.php?id=hnjs
湖南经视,http://222.241.145.204:8888/udp/239.76.245.116:1234#http://lede.medahl.com:10098/udp/239.76.245.116:1234
湖南都市,http://cdn.jdshipin.com:8880/mgtv.php?id=hnds
湖南都市,http://222.241.145.204:8888/udp/239.76.245.117:1234#http://lede.medahl.com:10098/udp/239.76.245.117:1234
湖南娱乐,http://cdn.jdshipin.com:8880/mgtv.php?id=hnyl
湖南娱乐,http://222.241.145.204:8888/udp/239.76.245.121:1234#http://lede.medahl.com:10098/udp/239.76.245.121:1234
湖南电视剧,http://cdn.jdshipin.com:8880/mgtv.php?id=hndsj
湖南电视剧,http://222.241.145.204:8888/udp/239.76.245.118:1234#http://lede.medahl.com:10098/udp/239.76.245.118:1234
湖南公共,http://cdn.jdshipin.com:8880/mgtv.php?id=hngg
湖南公共,http://222.241.145.204:8888/udp/239.76.245.123:1234#http://lede.medahl.com:10098/udp/239.76.245.123:1234
上海东方影视,http://zteres.sn.chinamobile.com:6060/000000001000/5000000010000032212/1.m3u8?channel-id=bestzb&Contentid=5000000010000032212&livemode=1&stbId=3
陕西影视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226360/index.m3u8?
陕西西部电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226364/index.m3u8?
安徽影视频道,http://mtw.so/5NRu6I#http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
徐州影视,http://stream3.huaihai.tv/xz3t/sd/live.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
金鹰卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225744/index.m3u8?
金鹰卡通,http://111.20.35.108:6610/yinhe/2/ch00000090990000001067/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
北京卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225743/index.m3u8?
北京卡通,http://111.20.35.108:6610/yinhe/2/ch00000090990000001066/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225795/index.m3u8
优漫卡通,http://111.20.35.108:6610/yinhe/2/ch00000090990000001065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
炫动卡通,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226213/index.m3u8
炫动卡通,http://111.20.35.107:6610/yinhe/2/ch00000090990000001303/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
五星体育,hhttp://zteres.sn.chinamobile.com:6060/000000001000/5000000010000017540/1.m3u8?channel-id=bestzb&Contentid=5000000010000017540&livemode=1&stbId=3
星空卫视,http://mtw.so/5FAH8a#http://218.202.220.2:5000/nn_live.ts?id=STARTV
CETV-1,rhttp://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225753/index.m3u8
CETV-1,http://111.20.35.108:6610/yinhe/2/ch00000090990000001063/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-2,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225756/index.m3u8?
CETV-2,http://111.20.35.108:6610/yinhe/2/ch00000090990000001064/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV-3,http://111.20.35.108:6610/yinhe/2/ch00000090990000001309/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CETV-4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8?
CETV-4,http://111.20.35.108:6610/yinhe/2/ch00000090990000001308/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
山东教育,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226238/index.m3u8?
山东教育,http://111.20.35.108:6610/yinhe/2/ch00000090990000001317/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
Newtv爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
Newtv古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225744/index.m3u8
Newtv军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
Newtv军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
Newtv农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
